course_id,course_name,platform,category,sub_category,instructor,duration_hours,price_inr,rating,reviews,level,language,skills,description,certificate,popularity,prerequisites,completion_rate
C100751,Kotlin Complete Bootcamp 51,Coursera,Programming,Kotlin,Instructor_420,68,699,4.3,25738,Intermediate,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,50148,Mathematics,78.6
C100752,Kotlin Complete Bootcamp 52,Udemy,Programming,Kotlin,Instructor_205,15,2499,3.6,69104,Advanced,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,454221,Mathematics,42.8
C100753,Kotlin Complete Bootcamp 53,DataCamp,Programming,Kotlin,Instructor_490,33,4999,3.7,56647,Advanced,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,321066,Basic Programming,74.3
C100754,Kotlin Complete Bootcamp 54,Coursera,Programming,Kotlin,Instructor_491,3,399,5.0,68775,Advanced,Spanish,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,455407,None,40.9
C100755,Kotlin Complete Bootcamp 55,LinkedIn Learning,Programming,Kotlin,Instructor_460,32,0,3.8,51296,Advanced,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,60725,None,49.0
C100756,Kotlin Complete Bootcamp 56,Coursera,Programming,Kotlin,Instructor_41,15,1499,3.9,208809,Intermediate,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,250788,None,71.6
C100757,Kotlin Complete Bootcamp 57,FutureLearn,Programming,Kotlin,Instructor_36,74,4999,4.8,96654,Advanced,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,303721,Computer Fundamentals,97.2
C100758,Kotlin Complete Bootcamp 58,Khan Academy,Programming,Kotlin,Instructor_93,8,2499,4.4,3339,Advanced,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,456697,Mathematics,54.8
C100759,Kotlin Complete Bootcamp 59,DataCamp,Programming,Kotlin,Instructor_421,61,399,3.9,67155,Beginner,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,202902,Computer Fundamentals,50.1
C100760,Kotlin Complete Bootcamp 60,LinkedIn Learning,Programming,Kotlin,Instructor_130,19,1499,4.9,245982,Intermediate,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,38328,None,36.6
C100761,Kotlin Complete Bootcamp 61,Skillshare,Programming,Kotlin,Instructor_173,80,4999,3.9,78193,Beginner,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,121376,None,77.9
C100762,Kotlin Complete Bootcamp 62,Udemy,Programming,Kotlin,Instructor_60,29,1499,4.8,79366,Advanced,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,291671,Computer Fundamentals,64.5
C100763,Kotlin Complete Bootcamp 63,LinkedIn Learning,Programming,Kotlin,Instructor_145,6,4999,3.6,248158,Intermediate,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,169664,Mathematics,95.5
C100764,Kotlin Complete Bootcamp 64,Udemy,Programming,Kotlin,Instructor_320,4,4999,4.0,65522,Beginner,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,17065,Mathematics,79.1
C100765,Kotlin Complete Bootcamp 65,Udemy,Programming,Kotlin,Instructor_335,66,0,3.6,118459,Advanced,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,24166,Mathematics,42.8
C100766,Kotlin Complete Bootcamp 66,Udemy,Programming,Kotlin,Instructor_280,23,999,4.6,242465,Advanced,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,243991,Computer Fundamentals,56.5
C100767,Kotlin Complete Bootcamp 67,edX,Programming,Kotlin,Instructor_94,76,2499,3.5,16724,Advanced,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,319916,Mathematics,46.4
C100768,Kotlin Complete Bootcamp 68,LinkedIn Learning,Programming,Kotlin,Instructor_468,21,4999,4.6,234973,Advanced,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,403699,None,39.8
C100769,Kotlin Complete Bootcamp 69,Khan Academy,Programming,Kotlin,Instructor_480,48,4999,5.0,84257,Advanced,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,259244,Mathematics,51.1
C100770,Kotlin Complete Bootcamp 70,Skillshare,Programming,Kotlin,Instructor_364,30,4999,4.3,240871,Intermediate,Spanish,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,85033,Basic Programming,53.7
C100771,Kotlin Complete Bootcamp 71,LinkedIn Learning,Programming,Kotlin,Instructor_337,50,399,4.6,125479,Beginner,Spanish,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,56704,None,41.0
C100772,Kotlin Complete Bootcamp 72,edX,Programming,Kotlin,Instructor_446,43,0,5.0,249133,Advanced,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,420978,Basic Programming,67.9
C100773,Kotlin Complete Bootcamp 73,edX,Programming,Kotlin,Instructor_38,62,699,4.5,76784,Beginner,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,68393,Computer Fundamentals,94.7
C100774,Kotlin Complete Bootcamp 74,Coursera,Programming,Kotlin,Instructor_346,46,3499,3.6,133441,Beginner,Spanish,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,257362,Basic Programming,52.8
C100775,Kotlin Complete Bootcamp 75,Udemy,Programming,Kotlin,Instructor_334,22,1499,3.9,213052,Advanced,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,7008,Computer Fundamentals,58.3
C100776,Kotlin Complete Bootcamp 76,Udemy,Programming,Kotlin,Instructor_392,75,1499,4.2,142996,Advanced,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,28757,Mathematics,39.6
C100777,Kotlin Complete Bootcamp 77,edX,Programming,Kotlin,Instructor_274,9,4999,4.5,220480,Beginner,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,12865,Mathematics,52.4
C100778,Kotlin Complete Bootcamp 78,FutureLearn,Programming,Kotlin,Instructor_54,14,2499,3.9,141711,Advanced,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,400733,Basic Programming,57.9
C100779,Kotlin Complete Bootcamp 79,Skillshare,Programming,Kotlin,Instructor_438,8,999,3.6,249365,Advanced,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,223956,Mathematics,73.3
C100780,Kotlin Complete Bootcamp 80,LinkedIn Learning,Programming,Kotlin,Instructor_459,71,2499,3.8,206320,Advanced,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,40759,Basic Programming,91.6
C100781,Kotlin Complete Bootcamp 81,LinkedIn Learning,Programming,Kotlin,Instructor_257,62,0,3.8,166544,Beginner,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,295211,Basic Programming,43.2
C100782,Kotlin Complete Bootcamp 82,LinkedIn Learning,Programming,Kotlin,Instructor_423,19,2499,4.6,143581,Intermediate,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,37190,Mathematics,65.3
C100783,Kotlin Complete Bootcamp 83,FutureLearn,Programming,Kotlin,Instructor_149,63,0,3.6,121412,Intermediate,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,189053,Computer Fundamentals,58.0
C100784,Kotlin Complete Bootcamp 84,Udemy,Programming,Kotlin,Instructor_273,28,4999,4.3,214742,Advanced,Spanish,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,74983,Basic Programming,44.2
C100785,Kotlin Complete Bootcamp 85,Udemy,Programming,Kotlin,Instructor_409,53,3499,3.6,106978,Beginner,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,449115,Mathematics,66.7
C100786,Kotlin Complete Bootcamp 86,Udemy,Programming,Kotlin,Instructor_387,61,3499,4.6,85726,Intermediate,Spanish,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,270256,Basic Programming,79.3
C100787,Kotlin Complete Bootcamp 87,LinkedIn Learning,Programming,Kotlin,Instructor_100,46,0,4.0,216895,Intermediate,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,482588,Computer Fundamentals,48.5
C100788,Kotlin Complete Bootcamp 88,Udemy,Programming,Kotlin,Instructor_144,64,3499,4.5,86625,Intermediate,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,307106,Mathematics,80.3
C100789,Kotlin Complete Bootcamp 89,Khan Academy,Programming,Kotlin,Instructor_216,12,1499,3.7,38506,Intermediate,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,465661,Mathematics,49.7
C100790,Kotlin Complete Bootcamp 90,FutureLearn,Programming,Kotlin,Instructor_410,33,699,4.2,183719,Advanced,Spanish,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,425849,None,77.6
C100791,Kotlin Complete Bootcamp 91,Khan Academy,Programming,Kotlin,Instructor_444,79,4999,4.6,222537,Intermediate,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,62327,None,40.6
C100792,Kotlin Complete Bootcamp 92,Udemy,Programming,Kotlin,Instructor_443,49,1499,4.1,134504,Intermediate,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,453451,Basic Programming,39.1
C100793,Kotlin Complete Bootcamp 93,FutureLearn,Programming,Kotlin,Instructor_490,49,4999,4.9,219772,Intermediate,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,101637,Mathematics,90.0
C100794,Kotlin Complete Bootcamp 94,Skillshare,Programming,Kotlin,Instructor_318,42,3499,3.7,152380,Beginner,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,107108,None,52.7
C100795,Kotlin Complete Bootcamp 95,Khan Academy,Programming,Kotlin,Instructor_295,76,1499,4.7,170903,Intermediate,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,110580,Basic Programming,70.0
C100796,Kotlin Complete Bootcamp 96,LinkedIn Learning,Programming,Kotlin,Instructor_30,12,699,4.2,137153,Advanced,Hindi,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,98198,Mathematics,47.2
C100797,Kotlin Complete Bootcamp 97,Coursera,Programming,Kotlin,Instructor_119,29,699,3.5,21585,Advanced,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,60089,Computer Fundamentals,55.2
C100798,Kotlin Complete Bootcamp 98,Khan Academy,Programming,Kotlin,Instructor_361,73,0,4.1,132534,Advanced,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",No,463901,Mathematics,37.8
C100799,Kotlin Complete Bootcamp 99,edX,Programming,Kotlin,Instructor_396,50,0,4.3,52538,Advanced,English,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,386542,Basic Programming,97.3
C100800,Kotlin Complete Bootcamp 100,Coursera,Programming,Kotlin,Instructor_200,4,699,3.8,160683,Beginner,French,"Kotlin, Programming, Projects, Hands-on","Comprehensive Kotlin course with practical projects, quizzes, assessments and capstone.",Yes,7899,Computer Fundamentals,95.4
C100801,PHP Complete Bootcamp 1,DataCamp,Programming,PHP,Instructor_446,7,999,4.8,124811,Beginner,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,213905,None,71.9
C100802,PHP Complete Bootcamp 2,DataCamp,Programming,PHP,Instructor_113,7,4999,3.8,180886,Intermediate,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,499320,Mathematics,64.5
C100803,PHP Complete Bootcamp 3,Coursera,Programming,PHP,Instructor_204,49,999,3.9,238046,Beginner,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,178315,None,77.8
C100804,PHP Complete Bootcamp 4,DataCamp,Programming,PHP,Instructor_477,52,1499,4.7,171642,Advanced,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,8021,Basic Programming,64.3
C100805,PHP Complete Bootcamp 5,Udemy,Programming,PHP,Instructor_272,18,399,3.6,154700,Beginner,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,197114,Computer Fundamentals,84.7
C100806,PHP Complete Bootcamp 6,Coursera,Programming,PHP,Instructor_284,48,399,4.3,121166,Beginner,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,362761,None,84.1
C100807,PHP Complete Bootcamp 7,DataCamp,Programming,PHP,Instructor_476,13,4999,4.0,25649,Advanced,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,191079,Computer Fundamentals,85.9
C100808,PHP Complete Bootcamp 8,DataCamp,Programming,PHP,Instructor_75,62,699,3.8,160140,Advanced,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,218546,Mathematics,87.2
C100809,PHP Complete Bootcamp 9,DataCamp,Programming,PHP,Instructor_201,3,3499,4.1,229954,Intermediate,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,190654,Computer Fundamentals,83.6
C100810,PHP Complete Bootcamp 10,FutureLearn,Programming,PHP,Instructor_493,46,1499,4.7,75788,Beginner,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,49132,Basic Programming,57.4
C100811,PHP Complete Bootcamp 11,Udemy,Programming,PHP,Instructor_265,20,0,4.5,240630,Advanced,Spanish,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,349187,Mathematics,46.9
C100812,PHP Complete Bootcamp 12,DataCamp,Programming,PHP,Instructor_287,31,399,3.7,136354,Beginner,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,163241,Basic Programming,92.3
C100813,PHP Complete Bootcamp 13,edX,Programming,PHP,Instructor_211,25,399,4.6,212481,Beginner,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,20871,Mathematics,96.7
C100814,PHP Complete Bootcamp 14,Coursera,Programming,PHP,Instructor_392,69,1499,3.6,211610,Intermediate,Spanish,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,40411,Basic Programming,45.6
C100815,PHP Complete Bootcamp 15,edX,Programming,PHP,Instructor_6,42,2499,4.9,146912,Beginner,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,39534,None,78.9
C100816,PHP Complete Bootcamp 16,Coursera,Programming,PHP,Instructor_83,26,1499,3.5,32536,Beginner,Spanish,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,45266,Computer Fundamentals,43.2
C100817,PHP Complete Bootcamp 17,DataCamp,Programming,PHP,Instructor_379,16,4999,4.7,134046,Beginner,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,481957,None,91.4
C100818,PHP Complete Bootcamp 18,edX,Programming,PHP,Instructor_88,29,2499,3.7,189034,Beginner,Spanish,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,171110,None,83.4
C100819,PHP Complete Bootcamp 19,LinkedIn Learning,Programming,PHP,Instructor_45,48,1499,4.3,165758,Beginner,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,74472,Basic Programming,53.9
C100820,PHP Complete Bootcamp 20,Coursera,Programming,PHP,Instructor_77,71,1499,4.6,86284,Beginner,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,293728,None,97.7
C100821,PHP Complete Bootcamp 21,edX,Programming,PHP,Instructor_133,77,1499,4.2,42385,Beginner,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,392814,None,81.3
C100822,PHP Complete Bootcamp 22,Skillshare,Programming,PHP,Instructor_137,72,0,5.0,191480,Advanced,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,247464,Mathematics,67.0
C100823,PHP Complete Bootcamp 23,DataCamp,Programming,PHP,Instructor_38,23,4999,4.8,79836,Intermediate,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,463390,None,39.4
C100824,PHP Complete Bootcamp 24,Skillshare,Programming,PHP,Instructor_128,6,999,4.2,236476,Intermediate,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,324965,Computer Fundamentals,67.6
C100825,PHP Complete Bootcamp 25,FutureLearn,Programming,PHP,Instructor_488,35,4999,4.8,221848,Intermediate,Spanish,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,268423,Basic Programming,77.0
C100826,PHP Complete Bootcamp 26,Coursera,Programming,PHP,Instructor_470,58,1499,5.0,53972,Intermediate,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,41643,Mathematics,51.1
C100827,PHP Complete Bootcamp 27,edX,Programming,PHP,Instructor_17,40,3499,4.8,67453,Advanced,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,278848,Computer Fundamentals,76.9
C100828,PHP Complete Bootcamp 28,LinkedIn Learning,Programming,PHP,Instructor_349,3,399,3.6,190049,Intermediate,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,41937,Basic Programming,70.2
C100829,PHP Complete Bootcamp 29,FutureLearn,Programming,PHP,Instructor_386,42,399,4.6,10954,Beginner,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,120492,Basic Programming,89.4
C100830,PHP Complete Bootcamp 30,DataCamp,Programming,PHP,Instructor_289,24,699,3.6,240078,Intermediate,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,292963,None,42.3
C100831,PHP Complete Bootcamp 31,edX,Programming,PHP,Instructor_137,18,2499,4.6,208367,Intermediate,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,269286,Mathematics,53.4
C100832,PHP Complete Bootcamp 32,Skillshare,Programming,PHP,Instructor_337,55,2499,5.0,233575,Advanced,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,361132,None,53.2
C100833,PHP Complete Bootcamp 33,LinkedIn Learning,Programming,PHP,Instructor_403,47,399,3.7,230801,Intermediate,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,240005,Basic Programming,68.9
C100834,PHP Complete Bootcamp 34,DataCamp,Programming,PHP,Instructor_145,38,1499,4.8,166904,Beginner,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,67002,Mathematics,36.0
C100835,PHP Complete Bootcamp 35,LinkedIn Learning,Programming,PHP,Instructor_148,40,4999,3.6,65493,Beginner,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,441613,Computer Fundamentals,70.6
C100836,PHP Complete Bootcamp 36,edX,Programming,PHP,Instructor_422,17,2499,4.9,36034,Beginner,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,314310,Computer Fundamentals,88.1
C100837,PHP Complete Bootcamp 37,Skillshare,Programming,PHP,Instructor_57,53,399,4.2,31750,Intermediate,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,480866,None,71.9
C100838,PHP Complete Bootcamp 38,Khan Academy,Programming,PHP,Instructor_331,20,1499,4.5,60725,Intermediate,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,203627,Basic Programming,38.8
C100839,PHP Complete Bootcamp 39,FutureLearn,Programming,PHP,Instructor_303,78,4999,4.6,144659,Advanced,Spanish,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,114714,Basic Programming,63.8
C100840,PHP Complete Bootcamp 40,Khan Academy,Programming,PHP,Instructor_267,21,999,4.3,184569,Advanced,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,475455,Computer Fundamentals,90.5
C100841,PHP Complete Bootcamp 41,Coursera,Programming,PHP,Instructor_402,7,3499,3.7,67962,Intermediate,Spanish,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,186677,Basic Programming,65.9
C100842,PHP Complete Bootcamp 42,Skillshare,Programming,PHP,Instructor_238,33,1499,4.1,183545,Advanced,Spanish,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,404825,Mathematics,95.4
C100843,PHP Complete Bootcamp 43,Khan Academy,Programming,PHP,Instructor_268,16,2499,4.5,124237,Advanced,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,184638,Mathematics,64.2
C100844,PHP Complete Bootcamp 44,Khan Academy,Programming,PHP,Instructor_458,52,2499,3.8,96845,Beginner,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,106183,Mathematics,56.4
C100845,PHP Complete Bootcamp 45,edX,Programming,PHP,Instructor_341,62,4999,3.7,171238,Advanced,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,130477,Mathematics,78.2
C100846,PHP Complete Bootcamp 46,LinkedIn Learning,Programming,PHP,Instructor_142,5,999,4.6,230283,Intermediate,Spanish,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,366108,Computer Fundamentals,44.2
C100847,PHP Complete Bootcamp 47,Coursera,Programming,PHP,Instructor_281,31,0,3.6,227008,Intermediate,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,405008,Basic Programming,82.1
C100848,PHP Complete Bootcamp 48,edX,Programming,PHP,Instructor_93,33,999,3.6,222686,Advanced,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,99749,Basic Programming,37.4
C100849,PHP Complete Bootcamp 49,Udemy,Programming,PHP,Instructor_147,21,399,3.7,36885,Beginner,French,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,52706,None,69.3
C100850,PHP Complete Bootcamp 50,LinkedIn Learning,Programming,PHP,Instructor_384,7,0,3.6,189636,Beginner,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,147425,Basic Programming,85.6
C100851,PHP Complete Bootcamp 51,Udemy,Programming,PHP,Instructor_80,18,0,4.4,191395,Intermediate,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,104433,Mathematics,37.7
C100852,PHP Complete Bootcamp 52,LinkedIn Learning,Programming,PHP,Instructor_356,59,0,3.7,209365,Advanced,Spanish,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,342318,Computer Fundamentals,93.3
C100853,PHP Complete Bootcamp 53,DataCamp,Programming,PHP,Instructor_394,64,0,3.8,130138,Intermediate,Hindi,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,424194,Computer Fundamentals,36.9
C100854,PHP Complete Bootcamp 54,Skillshare,Programming,PHP,Instructor_409,29,4999,3.8,134735,Beginner,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,391306,None,84.2
C100855,PHP Complete Bootcamp 55,Khan Academy,Programming,PHP,Instructor_232,23,4999,4.5,90746,Beginner,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",Yes,213168,Mathematics,76.8
C100856,PHP Complete Bootcamp 56,edX,Programming,PHP,Instructor_416,20,699,3.8,23934,Intermediate,Spanish,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,403694,Mathematics,75.4
C100857,PHP Complete Bootcamp 57,Udemy,Programming,PHP,Instructor_153,9,0,4.9,83141,Advanced,English,"PHP, Programming, Projects, Hands-on","Comprehensive PHP course with practical projects, quizzes, assessments and capstone.",No,220641,None,89.6
