user_id,age,country,education,interest,skill_level,preferred_platform,learning_goal,weekly_hours,completed_courses
U00850,54,USA,Graduate,Cloud,Intermediate,Udemy,College Project,18,33
U00851,36,Germany,Postgraduate,Cloud,Beginner,edX,Promotion,24,48
U00852,23,Canada,Graduate,Cloud,Intermediate,Khan Academy,College Project,15,22
U00853,44,India,Graduate,Soft Skills,Intermediate,Skillshare,Interview Prep,23,8
U00854,39,Canada,Graduate,Web,Advanced,Udemy,Interview Prep,3,23
U00855,35,Canada,Graduate,AI,Beginner,edX,Interview Prep,24,44
U00856,49,Canada,Postgraduate,AI,Beginner,Udemy,Interview Prep,27,35
U00857,31,USA,Postgraduate,AI,Advanced,edX,Certification,7,38
U00858,35,USA,Graduate,AI,Intermediate,FutureLearn,Promotion,28,33
U00859,42,Germany,Graduate,Programming,Advanced,Udemy,Certification,11,24
U00860,23,Australia,Postgraduate,Cloud,Intermediate,DataCamp,Promotion,28,32
U00861,51,USA,Graduate,Mobile,Beginner,Coursera,Promotion,2,18
U00862,18,UK,Postgraduate,Design,Intermediate,FutureLearn,Interview Prep,10,44
U00863,20,Australia,Student,Web,Beginner,FutureLearn,College Project,14,36
U00864,42,Australia,Postgraduate,Mobile,Beginner,Coursera,Interview Prep,21,46
U00865,36,Canada,Graduate,Cybersecurity,Beginner,Coursera,Certification,5,28
U00866,42,Australia,Graduate,Design,Beginner,edX,Promotion,3,0
U00867,20,UK,Graduate,Cybersecurity,Advanced,Udemy,Career Switch,14,13
U00868,33,India,Graduate,Business,Beginner,edX,Upskilling,27,41
U00869,35,India,Postgraduate,Business,Intermediate,edX,Interview Prep,4,23
U00870,53,Germany,Graduate,Web,Beginner,DataCamp,Career Switch,11,49
U00871,46,Germany,Student,Data Science,Advanced,Coursera,Promotion,21,6
U00872,25,Canada,Student,AI,Beginner,Skillshare,College Project,15,29
U00873,31,India,Student,Soft Skills,Intermediate,DataCamp,Promotion,3,47
U00874,30,USA,Graduate,Soft Skills,Beginner,FutureLearn,College Project,26,23
U00875,30,Australia,Postgraduate,Programming,Beginner,LinkedIn Learning,Interview Prep,21,25
U00876,50,Australia,Postgraduate,Cybersecurity,Intermediate,DataCamp,College Project,17,25
U00877,18,India,Graduate,Mobile,Advanced,Khan Academy,Career Switch,23,6
U00878,34,India,Postgraduate,Mobile,Beginner,Coursera,Certification,10,18
U00879,55,UK,Student,AI,Advanced,Udemy,Career Switch,13,0
U00880,32,Australia,Graduate,Cloud,Beginner,Khan Academy,Upskilling,6,44
U00881,23,Canada,Graduate,Cybersecurity,Beginner,DataCamp,Certification,5,41
U00882,52,USA,Student,Design,Advanced,DataCamp,Career Switch,11,31
U00883,46,India,Student,Programming,Intermediate,edX,College Project,28,32
U00884,31,Canada,Postgraduate,Design,Beginner,Coursera,Upskilling,24,19
U00885,35,India,Graduate,Programming,Advanced,Coursera,Interview Prep,11,24
U00886,45,Australia,Graduate,Soft Skills,Advanced,edX,Promotion,16,24
U00887,27,Germany,Graduate,Business,Beginner,edX,College Project,14,24
U00888,37,Australia,Graduate,Mobile,Intermediate,Udemy,Upskilling,29,13
U00889,41,UK,Postgraduate,Programming,Beginner,Coursera,Career Switch,16,16
U00890,25,Australia,Graduate,Programming,Intermediate,Coursera,Interview Prep,4,13
U00891,32,Germany,Graduate,Mobile,Intermediate,Skillshare,Certification,7,10
U00892,54,Australia,Graduate,Mobile,Advanced,edX,College Project,12,7
U00893,18,India,Student,Business,Intermediate,edX,Promotion,4,39
U00894,45,Canada,Graduate,Soft Skills,Intermediate,DataCamp,Promotion,15,21
U00895,37,India,Graduate,Cloud,Intermediate,Khan Academy,Certification,22,30
U00896,39,UK,Graduate,Design,Beginner,FutureLearn,Interview Prep,30,41
U00897,32,USA,Postgraduate,Soft Skills,Beginner,DataCamp,Certification,19,1
U00898,34,Germany,Postgraduate,Web,Intermediate,DataCamp,Promotion,2,33
U00899,34,UK,Postgraduate,Business,Advanced,LinkedIn Learning,Upskilling,12,29
U00900,20,Germany,Student,Mobile,Beginner,Khan Academy,Interview Prep,14,29
U00901,40,USA,Graduate,Soft Skills,Intermediate,LinkedIn Learning,College Project,17,16
U00902,37,India,Postgraduate,Data Science,Beginner,Khan Academy,Interview Prep,16,24
U00903,43,Germany,Graduate,Web,Advanced,FutureLearn,Upskilling,20,26
U00904,22,Canada,Graduate,AI,Intermediate,Udemy,Certification,16,25
U00905,36,USA,Graduate,Web,Intermediate,Skillshare,Certification,16,28
U00906,44,Australia,Graduate,Soft Skills,Beginner,FutureLearn,Promotion,8,25
U00907,41,Canada,Student,Cybersecurity,Intermediate,Udemy,Upskilling,26,34
U00908,31,USA,Student,Cybersecurity,Beginner,Khan Academy,Interview Prep,4,2
U00909,22,Germany,Postgraduate,Soft Skills,Intermediate,Coursera,College Project,25,16
U00910,48,India,Postgraduate,Cloud,Beginner,Skillshare,Certification,23,5
U00911,47,Canada,Student,AI,Beginner,Udemy,Promotion,28,32
U00912,26,Germany,Graduate,Programming,Intermediate,Khan Academy,Certification,4,29
U00913,30,Canada,Graduate,Business,Beginner,Khan Academy,Promotion,6,47
U00914,54,USA,Graduate,Web,Advanced,Khan Academy,Certification,9,28
U00915,40,USA,Student,Programming,Intermediate,LinkedIn Learning,Interview Prep,24,8
U00916,49,Germany,Graduate,Soft Skills,Beginner,LinkedIn Learning,College Project,9,18
U00917,25,UK,Graduate,Programming,Beginner,FutureLearn,Career Switch,13,45
U00918,45,USA,Postgraduate,Data Science,Advanced,Skillshare,Certification,24,35
U00919,53,USA,Postgraduate,Web,Advanced,DataCamp,Upskilling,5,45
U00920,29,India,Student,Mobile,Intermediate,DataCamp,Interview Prep,6,23
U00921,43,Australia,Graduate,Cybersecurity,Advanced,LinkedIn Learning,Promotion,27,47
U00922,20,UK,Graduate,Cloud,Advanced,edX,Upskilling,19,44
U00923,48,USA,Postgraduate,Cybersecurity,Beginner,Coursera,College Project,30,40
U00924,18,Australia,Graduate,Web,Advanced,Coursera,Career Switch,23,10
U00925,27,UK,Student,Design,Intermediate,Coursera,Promotion,22,31
U00926,46,Germany,Graduate,Cybersecurity,Intermediate,Coursera,Certification,5,22
U00927,49,UK,Student,Design,Beginner,Khan Academy,Career Switch,29,43
U00928,46,USA,Student,Programming,Intermediate,FutureLearn,Career Switch,20,39
U00929,45,Canada,Student,Data Science,Advanced,DataCamp,Certification,11,21
U00930,45,UK,Student,AI,Advanced,LinkedIn Learning,Upskilling,24,10
U00931,36,Australia,Student,Web,Beginner,Khan Academy,Upskilling,22,3
U00932,20,Germany,Postgraduate,Programming,Advanced,Coursera,Certification,16,27
U00933,48,USA,Postgraduate,Cloud,Intermediate,LinkedIn Learning,Certification,13,1
U00934,23,Canada,Graduate,Soft Skills,Beginner,Coursera,Interview Prep,27,33
U00935,47,USA,Student,Cloud,Intermediate,Udemy,Interview Prep,13,10
U00936,44,Australia,Student,Web,Intermediate,Skillshare,Interview Prep,16,49
U00937,35,India,Student,AI,Intermediate,Udemy,Certification,7,2
U00938,29,UK,Graduate,AI,Beginner,FutureLearn,Promotion,9,11
U00939,34,Australia,Graduate,Business,Intermediate,FutureLearn,Promotion,10,43
U00940,52,Germany,Student,Mobile,Intermediate,DataCamp,College Project,22,10
U00941,21,UK,Postgraduate,Data Science,Beginner,LinkedIn Learning,Interview Prep,15,37
U00942,55,UK,Student,Business,Advanced,Udemy,College Project,21,23
U00943,46,UK,Graduate,Data Science,Intermediate,Khan Academy,Interview Prep,29,24
U00944,39,Canada,Graduate,Programming,Beginner,FutureLearn,Interview Prep,29,33
U00945,37,USA,Postgraduate,Programming,Beginner,LinkedIn Learning,Upskilling,19,29
U00946,42,India,Postgraduate,AI,Beginner,Skillshare,College Project,26,11
U00947,40,UK,Postgraduate,Design,Intermediate,Skillshare,College Project,2,32
U00948,31,Australia,Postgraduate,Data Science,Beginner,Skillshare,College Project,28,38
U00949,20,USA,Student,Mobile,Intermediate,DataCamp,College Project,23,23
U00950,45,Canada,Student,Cybersecurity,Advanced,Coursera,Certification,5,37
U00951,20,India,Student,Programming,Advanced,Coursera,Promotion,15,21
U00952,18,USA,Graduate,Data Science,Beginner,FutureLearn,Interview Prep,8,27
U00953,37,Australia,Graduate,Business,Intermediate,Skillshare,Career Switch,24,16
U00954,21,UK,Postgraduate,Design,Intermediate,Khan Academy,Certification,28,24
U00955,42,USA,Postgraduate,Programming,Intermediate,Coursera,Career Switch,8,32
U00956,27,USA,Student,Design,Advanced,edX,Upskilling,24,40
U00957,20,Canada,Graduate,Cybersecurity,Advanced,Coursera,Upskilling,15,30
U00958,32,Australia,Student,Cloud,Intermediate,Udemy,Career Switch,17,20
U00959,19,UK,Graduate,Data Science,Advanced,edX,College Project,7,17
U00960,20,USA,Postgraduate,Cloud,Intermediate,DataCamp,Upskilling,2,35
U00961,47,USA,Graduate,Cloud,Intermediate,Udemy,Promotion,10,9
U00962,30,UK,Student,Web,Intermediate,edX,Certification,7,10
U00963,45,USA,Postgraduate,Data Science,Advanced,Coursera,Promotion,17,9
U00964,52,UK,Student,Cloud,Intermediate,DataCamp,Promotion,26,37
U00965,28,Canada,Postgraduate,Cybersecurity,Intermediate,edX,Certification,7,31
U00966,50,Germany,Student,AI,Beginner,Coursera,Career Switch,18,35
U00967,49,India,Student,Programming,Intermediate,LinkedIn Learning,Certification,21,36
U00968,19,Canada,Student,Programming,Beginner,Skillshare,Interview Prep,14,30
U00969,29,USA,Postgraduate,Cybersecurity,Advanced,Udemy,Promotion,5,10
U00970,27,USA,Postgraduate,Cloud,Intermediate,DataCamp,Career Switch,25,31
U00971,24,USA,Postgraduate,Cloud,Intermediate,LinkedIn Learning,Certification,9,22
U00972,24,UK,Graduate,Business,Intermediate,Khan Academy,Upskilling,7,1
U00973,41,UK,Student,Web,Intermediate,DataCamp,Interview Prep,9,23
U00974,29,India,Student,Business,Intermediate,Khan Academy,Promotion,15,42
U00975,52,UK,Student,Programming,Beginner,DataCamp,Promotion,16,28
U00976,26,Germany,Postgraduate,Data Science,Beginner,Skillshare,Promotion,4,38
U00977,33,Canada,Graduate,Cybersecurity,Beginner,FutureLearn,College Project,18,17
U00978,19,Canada,Postgraduate,Cybersecurity,Intermediate,FutureLearn,College Project,5,20
U00979,51,Australia,Postgraduate,Web,Advanced,FutureLearn,Upskilling,6,26
U00980,38,Germany,Postgraduate,Data Science,Advanced,LinkedIn Learning,Certification,29,38
U00981,44,India,Postgraduate,Web,Beginner,LinkedIn Learning,Certification,18,46
U00982,42,UK,Postgraduate,Cybersecurity,Beginner,LinkedIn Learning,Promotion,21,31
U00983,23,India,Student,Business,Beginner,Coursera,College Project,16,4
U00984,39,UK,Student,Business,Intermediate,Coursera,College Project,20,38
U00985,48,Australia,Student,Cloud,Beginner,Khan Academy,Promotion,9,46
U00986,36,USA,Postgraduate,Business,Intermediate,Khan Academy,College Project,20,27
U00987,25,Canada,Student,Cybersecurity,Beginner,Khan Academy,Upskilling,4,27
U00988,18,Germany,Student,Web,Intermediate,LinkedIn Learning,Interview Prep,18,20
U00989,25,India,Postgraduate,Cybersecurity,Advanced,Skillshare,Promotion,18,44
U00990,48,USA,Graduate,Programming,Advanced,Udemy,Promotion,5,18
U00991,43,USA,Student,AI,Beginner,FutureLearn,Career Switch,21,44
U00992,19,India,Postgraduate,Web,Intermediate,FutureLearn,Career Switch,16,32
U00993,43,Canada,Postgraduate,Programming,Beginner,Coursera,Upskilling,24,45
U00994,35,Germany,Postgraduate,Business,Intermediate,Khan Academy,Upskilling,9,15
U00995,26,Germany,Student,AI,Advanced,Coursera,Interview Prep,27,35
U00996,19,Germany,Graduate,Cloud,Beginner,DataCamp,Interview Prep,26,6
U00997,24,India,Graduate,Programming,Intermediate,FutureLearn,Interview Prep,11,13
U00998,33,Canada,Student,Programming,Intermediate,Skillshare,Certification,20,25
U00999,41,Canada,Postgraduate,Business,Intermediate,edX,Career Switch,25,37
U01000,52,Australia,Student,Programming,Intermediate,Udemy,Upskilling,17,26
U01001,21,Canada,Postgraduate,Programming,Beginner,Udemy,Upskilling,9,17
U01002,26,Australia,Postgraduate,Mobile,Intermediate,LinkedIn Learning,College Project,10,3
U01003,42,India,Student,Mobile,Advanced,edX,Interview Prep,15,19
U01004,31,India,Postgraduate,Business,Beginner,Khan Academy,Certification,8,14
U01005,38,USA,Postgraduate,Cybersecurity,Beginner,Udemy,College Project,12,2
U01006,28,Canada,Postgraduate,Cybersecurity,Beginner,Udemy,Promotion,9,4
U01007,55,USA,Graduate,Data Science,Beginner,DataCamp,Promotion,30,10
U01008,34,Australia,Graduate,Soft Skills,Advanced,Coursera,College Project,21,49
U01009,43,Canada,Student,Mobile,Advanced,edX,Promotion,11,20
U01010,21,USA,Postgraduate,Design,Advanced,Skillshare,College Project,15,14
U01011,48,India,Postgraduate,Mobile,Intermediate,Khan Academy,Upskilling,15,4
U01012,48,Australia,Student,Programming,Intermediate,Udemy,College Project,30,49
U01013,47,Germany,Postgraduate,Data Science,Intermediate,FutureLearn,College Project,19,33
U01014,49,USA,Postgraduate,Programming,Intermediate,FutureLearn,Upskilling,11,0
U01015,28,Australia,Postgraduate,AI,Intermediate,edX,Career Switch,25,18
U01016,44,UK,Graduate,Cloud,Beginner,Khan Academy,Career Switch,12,23
U01017,41,Canada,Graduate,Cloud,Intermediate,Khan Academy,Interview Prep,2,25
U01018,48,India,Student,Design,Advanced,Coursera,Upskilling,10,8
U01019,21,India,Student,Soft Skills,Intermediate,Khan Academy,Interview Prep,19,30
U01020,35,Germany,Student,Soft Skills,Beginner,LinkedIn Learning,College Project,20,44
U01021,40,USA,Postgraduate,AI,Beginner,DataCamp,Certification,9,31
U01022,49,India,Postgraduate,Cybersecurity,Beginner,Skillshare,Certification,20,48
U01023,40,India,Graduate,Mobile,Advanced,Skillshare,Promotion,30,50
U01024,23,Germany,Postgraduate,Business,Intermediate,Skillshare,Promotion,14,38
U01025,34,Germany,Student,Design,Beginner,LinkedIn Learning,Upskilling,18,9
U01026,27,Australia,Student,Mobile,Intermediate,FutureLearn,Certification,29,38
U01027,24,Australia,Graduate,Data Science,Advanced,FutureLearn,Certification,28,28
U01028,44,UK,Student,Design,Beginner,LinkedIn Learning,Interview Prep,14,37
U01029,28,UK,Postgraduate,Cybersecurity,Advanced,Udemy,Career Switch,4,9
U01030,51,Germany,Postgraduate,Soft Skills,Advanced,Khan Academy,Promotion,9,24
U01031,25,Australia,Student,Business,Intermediate,edX,College Project,28,44
U01032,23,USA,Graduate,Business,Advanced,FutureLearn,Certification,29,47
U01033,40,UK,Student,Cybersecurity,Advanced,Udemy,Certification,24,49
U01034,46,USA,Postgraduate,Mobile,Advanced,Coursera,Upskilling,21,47
U01035,32,Australia,Graduate,Business,Advanced,LinkedIn Learning,Upskilling,11,32
U01036,21,India,Student,Design,Advanced,Udemy,Upskilling,19,36
U01037,47,Germany,Postgraduate,Design,Beginner,Udemy,College Project,3,34
U01038,18,UK,Graduate,Cloud,Intermediate,DataCamp,Interview Prep,20,48
U01039,48,India,Graduate,Cloud,Advanced,LinkedIn Learning,Promotion,9,42
U01040,29,Germany,Student,Programming,Beginner,FutureLearn,Upskilling,7,2
U01041,38,India,Postgraduate,Data Science,Intermediate,Skillshare,College Project,10,26
U01042,44,UK,Student,Mobile,Beginner,Khan Academy,Interview Prep,23,36
U01043,18,Germany,Student,Business,Beginner,Coursera,Career Switch,18,49
U01044,50,Australia,Student,Cybersecurity,Intermediate,Coursera,College Project,27,13
U01045,28,Canada,Postgraduate,Cybersecurity,Beginner,LinkedIn Learning,Upskilling,5,42
U01046,55,UK,Student,Web,Beginner,LinkedIn Learning,Interview Prep,24,50
U01047,22,Germany,Graduate,Business,Advanced,Khan Academy,Promotion,30,47
U01048,32,Australia,Postgraduate,Soft Skills,Beginner,DataCamp,Upskilling,28,4
U01049,30,USA,Postgraduate,Programming,Intermediate,DataCamp,College Project,24,30
U01050,42,UK,Graduate,Mobile,Advanced,DataCamp,Upskilling,16,10
U01051,29,India,Postgraduate,Data Science,Beginner,Skillshare,Certification,17,26
U01052,23,Canada,Postgraduate,Data Science,Intermediate,Udemy,Certification,29,49
U01053,32,Germany,Student,Mobile,Beginner,Udemy,Promotion,30,14
U01054,25,Canada,Postgraduate,AI,Beginner,Khan Academy,Promotion,22,47
U01055,25,Australia,Graduate,Data Science,Advanced,Skillshare,Interview Prep,21,8
U01056,31,UK,Student,Mobile,Beginner,LinkedIn Learning,Promotion,2,35
U01057,40,Australia,Postgraduate,Cloud,Advanced,Khan Academy,Career Switch,21,20
U01058,33,Canada,Postgraduate,Mobile,Intermediate,Coursera,Upskilling,15,34
U01059,41,Germany,Graduate,Web,Beginner,Skillshare,Career Switch,6,21
U01060,27,Germany,Student,Programming,Intermediate,Khan Academy,Promotion,22,1
U01061,34,Canada,Postgraduate,Cloud,Beginner,Udemy,College Project,7,7
U01062,47,Germany,Postgraduate,Cybersecurity,Advanced,Coursera,Career Switch,5,6
U01063,37,Australia,Postgraduate,Programming,Advanced,Khan Academy,Interview Prep,29,0
U01064,40,Australia,Student,Web,Advanced,Skillshare,Promotion,27,15
U01065,36,Germany,Student,Data Science,Beginner,Skillshare,Upskilling,3,16
U01066,48,USA,Student,Soft Skills,Beginner,LinkedIn Learning,Career Switch,17,40
U01067,24,Canada,Postgraduate,Web,Advanced,Udemy,Upskilling,20,2
U01068,34,Canada,Student,AI,Intermediate,Coursera,College Project,24,2
U01069,23,USA,Postgraduate,Mobile,Beginner,FutureLearn,Promotion,15,15
U01070,33,Canada,Graduate,Cybersecurity,Intermediate,Coursera,Interview Prep,6,16
U01071,40,USA,Student,Programming,Advanced,LinkedIn Learning,Promotion,8,19
U01072,24,UK,Student,Cloud,Advanced,Skillshare,Career Switch,10,42
U01073,25,India,Graduate,Mobile,Advanced,LinkedIn Learning,Certification,17,31
U01074,47,India,Student,Soft Skills,Beginner,edX,Upskilling,14,30
U01075,36,India,Graduate,Cybersecurity,Beginner,Udemy,Promotion,8,49
U01076,47,USA,Student,Cybersecurity,Advanced,DataCamp,Promotion,10,7
U01077,20,Canada,Student,Design,Advanced,FutureLearn,Interview Prep,24,39
U01078,26,Germany,Graduate,Soft Skills,Intermediate,DataCamp,Career Switch,28,46
U01079,30,Australia,Student,Cloud,Advanced,LinkedIn Learning,Promotion,19,29
U01080,45,Australia,Postgraduate,Cybersecurity,Advanced,Skillshare,Upskilling,25,24
U01081,23,Australia,Student,Soft Skills,Advanced,LinkedIn Learning,Career Switch,22,1
U01082,33,USA,Student,Mobile,Advanced,Coursera,College Project,19,25
U01083,50,Germany,Graduate,Cloud,Advanced,Coursera,Career Switch,23,6
U01084,34,USA,Postgraduate,Web,Beginner,DataCamp,Upskilling,10,8
U01085,25,UK,Graduate,Web,Beginner,LinkedIn Learning,Upskilling,18,40
U01086,47,USA,Student,Programming,Beginner,edX,Promotion,2,18
U01087,50,Canada,Student,Web,Intermediate,Coursera,Certification,24,17
U01088,40,India,Graduate,Cloud,Intermediate,DataCamp,Promotion,26,35
U01089,19,Germany,Graduate,Soft Skills,Intermediate,DataCamp,Promotion,3,12
U01090,55,India,Postgraduate,Mobile,Intermediate,Coursera,Interview Prep,6,30
U01091,18,Canada,Student,Soft Skills,Advanced,Skillshare,Interview Prep,7,4
U01092,47,India,Student,Business,Intermediate,Khan Academy,Promotion,17,35
U01093,23,UK,Student,Soft Skills,Beginner,Skillshare,Upskilling,9,23
U01094,40,Australia,Postgraduate,AI,Advanced,edX,Upskilling,15,19
U01095,54,Germany,Postgraduate,Data Science,Intermediate,Udemy,Promotion,25,48
U01096,22,India,Postgraduate,Soft Skills,Intermediate,LinkedIn Learning,College Project,14,43
U01097,53,Germany,Student,Design,Advanced,Coursera,Career Switch,3,34
U01098,21,India,Postgraduate,Programming,Intermediate,edX,Promotion,30,24
U01099,53,Canada,Postgraduate,Design,Beginner,LinkedIn Learning,Certification,13,36
U01100,18,Germany,Student,AI,Intermediate,DataCamp,Promotion,18,50
U01101,30,Canada,Postgraduate,Cybersecurity,Intermediate,Khan Academy,Career Switch,14,21
U01102,19,Australia,Student,AI,Beginner,FutureLearn,Career Switch,7,42
U01103,23,UK,Student,Design,Beginner,DataCamp,Upskilling,16,23
U01104,18,Germany,Student,Design,Beginner,Coursera,Career Switch,27,33
U01105,23,Germany,Postgraduate,Cybersecurity,Beginner,edX,College Project,3,50
U01106,47,Germany,Student,Data Science,Beginner,DataCamp,Career Switch,20,40
U01107,18,India,Postgraduate,Cloud,Intermediate,Coursera,Upskilling,26,38
U01108,33,Germany,Student,Programming,Intermediate,Coursera,Promotion,9,23
U01109,23,UK,Student,Cybersecurity,Beginner,FutureLearn,Interview Prep,18,37
U01110,25,Australia,Postgraduate,Soft Skills,Intermediate,edX,Upskilling,11,35
U01111,23,USA,Postgraduate,AI,Intermediate,FutureLearn,Career Switch,24,36
U01112,28,USA,Student,AI,Advanced,Coursera,Upskilling,30,35
U01113,29,UK,Postgraduate,Mobile,Beginner,Coursera,Upskilling,2,22
U01114,37,USA,Postgraduate,Programming,Intermediate,Udemy,Upskilling,9,9
U01115,36,USA,Graduate,Cybersecurity,Advanced,Skillshare,Promotion,21,9
U01116,28,UK,Graduate,Data Science,Beginner,Khan Academy,Promotion,5,5
U01117,21,UK,Student,Design,Intermediate,Khan Academy,Interview Prep,21,30
U01118,54,USA,Graduate,Mobile,Intermediate,edX,Certification,15,30
U01119,23,UK,Student,Design,Advanced,Udemy,Certification,30,45
U01120,18,USA,Postgraduate,Data Science,Advanced,Skillshare,College Project,17,11
U01121,34,Germany,Graduate,Design,Intermediate,Skillshare,Promotion,21,11
U01122,47,UK,Postgraduate,Web,Advanced,FutureLearn,Upskilling,8,28
U01123,35,Australia,Postgraduate,Cybersecurity,Beginner,FutureLearn,Career Switch,17,32
U01124,29,Germany,Postgraduate,Business,Beginner,LinkedIn Learning,College Project,5,40
U01125,25,Australia,Graduate,AI,Intermediate,edX,College Project,27,11
U01126,27,Australia,Student,Programming,Beginner,Khan Academy,Career Switch,13,21
U01127,45,USA,Student,Design,Intermediate,DataCamp,Upskilling,14,20
U01128,52,Australia,Student,Design,Advanced,FutureLearn,College Project,27,10
U01129,21,UK,Student,Soft Skills,Beginner,FutureLearn,Interview Prep,18,7
U01130,55,Australia,Postgraduate,Programming,Advanced,LinkedIn Learning,Interview Prep,15,2
U01131,18,India,Postgraduate,Design,Beginner,Khan Academy,College Project,18,17
U01132,47,Canada,Postgraduate,Cloud,Advanced,edX,Promotion,5,46
U01133,45,UK,Student,Business,Intermediate,Khan Academy,Interview Prep,11,48
U01134,47,Germany,Student,Cybersecurity,Intermediate,DataCamp,Upskilling,27,14
U01135,20,Canada,Graduate,Programming,Intermediate,DataCamp,College Project,18,13
U01136,28,USA,Student,Design,Beginner,edX,Interview Prep,2,31
U01137,23,Germany,Graduate,Business,Advanced,DataCamp,Certification,18,27
U01138,26,Canada,Student,Programming,Beginner,Udemy,Upskilling,14,1
U01139,42,Canada,Student,Business,Beginner,LinkedIn Learning,Certification,25,18
U01140,40,Australia,Graduate,Soft Skills,Intermediate,FutureLearn,Career Switch,24,25
U01141,49,USA,Graduate,Business,Beginner,Skillshare,Upskilling,16,12
U01142,42,Canada,Graduate,Programming,Beginner,Skillshare,Upskilling,24,6
U01143,18,Germany,Student,Data Science,Beginner,Skillshare,Upskilling,27,31
U01144,29,UK,Graduate,Mobile,Beginner,LinkedIn Learning,Career Switch,7,10
U01145,45,UK,Postgraduate,Web,Beginner,Khan Academy,College Project,5,36
U01146,47,USA,Student,Mobile,Advanced,Khan Academy,Interview Prep,7,15
U01147,40,Canada,Student,Cloud,Advanced,DataCamp,College Project,30,23
U01148,19,Australia,Graduate,Web,Beginner,Khan Academy,Promotion,26,25
U01149,50,USA,Postgraduate,Cloud,Advanced,FutureLearn,College Project,8,18
U01150,39,Canada,Student,Web,Intermediate,Coursera,Upskilling,9,15
U01151,26,India,Graduate,AI,Intermediate,Coursera,Interview Prep,24,21
U01152,39,Australia,Student,Web,Beginner,Khan Academy,Promotion,9,0
U01153,43,Canada,Student,Soft Skills,Intermediate,FutureLearn,College Project,5,19
U01154,53,Australia,Postgraduate,Data Science,Beginner,FutureLearn,Certification,24,35
U01155,23,USA,Graduate,AI,Advanced,DataCamp,College Project,14,8
U01156,31,UK,Graduate,Mobile,Advanced,Udemy,Certification,16,3
U01157,55,India,Student,Data Science,Intermediate,FutureLearn,Upskilling,24,28
U01158,44,India,Student,Soft Skills,Intermediate,DataCamp,Upskilling,8,31
U01159,21,Australia,Graduate,Data Science,Advanced,edX,College Project,23,43
U01160,40,Germany,Graduate,Programming,Beginner,Skillshare,Certification,26,29
U01161,36,Canada,Postgraduate,Design,Advanced,Coursera,College Project,5,38
U01162,45,Canada,Student,AI,Beginner,edX,Interview Prep,18,30
U01163,32,USA,Postgraduate,AI,Advanced,Skillshare,Interview Prep,2,9
U01164,37,Australia,Student,Design,Beginner,Skillshare,Certification,26,6
U01165,19,India,Student,Data Science,Intermediate,FutureLearn,Promotion,3,14
U01166,37,India,Graduate,Mobile,Advanced,Skillshare,Certification,9,0
U01167,24,Canada,Graduate,Cybersecurity,Intermediate,LinkedIn Learning,Interview Prep,27,2
U01168,54,USA,Graduate,Cloud,Advanced,Coursera,College Project,28,47
U01169,52,Germany,Postgraduate,Design,Beginner,edX,Certification,12,43
U01170,53,Australia,Graduate,AI,Advanced,FutureLearn,Upskilling,9,37
U01171,31,India,Postgraduate,Cloud,Intermediate,edX,Interview Prep,18,35
U01172,47,India,Graduate,Cloud,Intermediate,Skillshare,Certification,29,47
U01173,23,Canada,Student,Cloud,Advanced,edX,Career Switch,24,34
U01174,20,India,Postgraduate,Cloud,Advanced,DataCamp,College Project,24,40
U01175,34,UK,Postgraduate,Cloud,Advanced,FutureLearn,College Project,20,11
U01176,33,Australia,Graduate,Data Science,Intermediate,edX,Certification,28,4
U01177,30,Canada,Graduate,Data Science,Intermediate,Khan Academy,Promotion,19,33
U01178,37,Germany,Student,Web,Intermediate,DataCamp,Interview Prep,9,3
U01179,54,USA,Graduate,Cloud,Beginner,FutureLearn,Career Switch,29,46
U01180,33,UK,Postgraduate,Data Science,Advanced,Skillshare,Promotion,26,13
U01181,43,Australia,Graduate,Data Science,Intermediate,Coursera,Interview Prep,2,20
U01182,29,Germany,Postgraduate,Data Science,Intermediate,Skillshare,Interview Prep,9,2
U01183,19,Australia,Postgraduate,Data Science,Beginner,DataCamp,Upskilling,22,16
U01184,54,UK,Postgraduate,Mobile,Advanced,LinkedIn Learning,College Project,14,25
U01185,36,Australia,Postgraduate,AI,Intermediate,DataCamp,Interview Prep,8,5
U01186,37,India,Postgraduate,Business,Beginner,LinkedIn Learning,College Project,6,41
U01187,30,Australia,Postgraduate,Data Science,Beginner,DataCamp,Career Switch,5,17
U01188,23,Australia,Student,AI,Beginner,edX,Certification,29,48
U01189,38,Canada,Postgraduate,Web,Beginner,Udemy,Interview Prep,4,42
U01190,21,UK,Graduate,Business,Intermediate,Udemy,Career Switch,29,50
U01191,43,India,Graduate,Cloud,Intermediate,DataCamp,Certification,8,24
U01192,21,India,Student,Mobile,Beginner,FutureLearn,College Project,14,29
U01193,28,Australia,Graduate,AI,Intermediate,edX,Upskilling,6,3
U01194,45,India,Graduate,Web,Advanced,Udemy,College Project,4,41
U01195,20,Australia,Student,Data Science,Beginner,Coursera,Interview Prep,24,37
U01196,51,Canada,Postgraduate,Data Science,Intermediate,Udemy,Certification,25,0
U01197,44,UK,Graduate,Web,Intermediate,edX,Career Switch,17,4
U01198,46,Germany,Postgraduate,Web,Intermediate,Udemy,Career Switch,26,16
U01199,35,Canada,Student,Mobile,Beginner,Khan Academy,College Project,20,42
U01200,18,UK,Student,Programming,Intermediate,Skillshare,Certification,6,32
