course_id,course_name,platform,category,sub_category,instructor,duration_hours,price_inr,rating,reviews,level,language,skills,description,certificate,popularity,prerequisites,completion_rate,combined_features
C101358,SQL Complete Bootcamp 58,Khan Academy,Data Science,SQL,Instructor_17,35,2499,4.2,98541,Intermediate,Spanish,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,484073,Computer Fundamentals,81.3,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101359,SQL Complete Bootcamp 59,LinkedIn Learning,Data Science,SQL,Instructor_492,2,0,4.1,181589,Advanced,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,306192,Computer Fundamentals,37.2,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Advanced"
C101363,SQL Complete Bootcamp 63,Khan Academy,Data Science,SQL,Instructor_305,29,4999,4.1,183135,Intermediate,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,42446,Computer Fundamentals,75.3,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101364,SQL Complete Bootcamp 64,Skillshare,Data Science,SQL,Instructor_450,18,4999,4.5,177733,Advanced,English,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,449430,Basic Programming,40.1,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Advanced"
C101365,SQL Complete Bootcamp 65,Skillshare,Data Science,SQL,Instructor_211,64,0,4.7,48833,Advanced,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,438590,Mathematics,64.0,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Advanced"
C101366,SQL Complete Bootcamp 66,LinkedIn Learning,Data Science,SQL,Instructor_355,30,3499,4.7,176404,Intermediate,English,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,95726,Computer Fundamentals,50.4,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101368,SQL Complete Bootcamp 68,LinkedIn Learning,Data Science,SQL,Instructor_184,33,0,4.9,157585,Advanced,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,306212,Basic Programming,78.7,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Advanced"
C101369,SQL Complete Bootcamp 69,FutureLearn,Data Science,SQL,Instructor_119,46,1499,4.1,182936,Beginner,English,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,332793,Mathematics,60.6,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Beginner"
C101371,SQL Complete Bootcamp 71,Udemy,Data Science,SQL,Instructor_326,35,699,4.7,208106,Beginner,Hindi,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,265559,Computer Fundamentals,70.4,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Beginner"
C101372,SQL Complete Bootcamp 72,Coursera,Data Science,SQL,Instructor_357,48,1499,3.7,49246,Beginner,Spanish,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,220419,Basic Programming,40.6,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Beginner"
C101373,SQL Complete Bootcamp 73,Skillshare,Data Science,SQL,Instructor_237,47,4999,4.0,132888,Beginner,Spanish,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,156029,Basic Programming,63.5,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Beginner"
C101374,SQL Complete Bootcamp 74,Khan Academy,Data Science,SQL,Instructor_454,53,399,3.8,23914,Intermediate,Hindi,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,45660,Computer Fundamentals,58.3,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101376,SQL Complete Bootcamp 76,Coursera,Data Science,SQL,Instructor_60,4,2499,4.2,237748,Intermediate,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,46567,Mathematics,44.2,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101377,SQL Complete Bootcamp 77,Skillshare,Data Science,SQL,Instructor_384,80,999,4.2,204139,Intermediate,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,149124,Computer Fundamentals,44.7,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101378,SQL Complete Bootcamp 78,Coursera,Data Science,SQL,Instructor_217,25,3499,3.6,161553,Beginner,English,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,51828,Mathematics,46.5,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Beginner"
C101379,SQL Complete Bootcamp 79,edX,Data Science,SQL,Instructor_120,63,999,3.7,153166,Advanced,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,380092,Basic Programming,43.1,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Advanced"
C101380,SQL Complete Bootcamp 80,DataCamp,Data Science,SQL,Instructor_287,26,999,3.9,232205,Beginner,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,199613,Basic Programming,67.3,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Beginner"
C101381,SQL Complete Bootcamp 81,LinkedIn Learning,Data Science,SQL,Instructor_309,14,1499,4.1,229597,Advanced,Hindi,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,458094,Basic Programming,65.8,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Advanced"
C101382,SQL Complete Bootcamp 82,Skillshare,Data Science,SQL,Instructor_141,77,1499,3.6,130270,Intermediate,Spanish,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,431262,Basic Programming,59.1,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101383,SQL Complete Bootcamp 83,DataCamp,Data Science,SQL,Instructor_312,41,399,3.8,217017,Intermediate,English,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,200434,Basic Programming,61.5,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101384,SQL Complete Bootcamp 84,edX,Data Science,SQL,Instructor_128,11,4999,4.3,141128,Beginner,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,4703,Mathematics,72.9,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Beginner"
C101385,SQL Complete Bootcamp 85,Coursera,Data Science,SQL,Instructor_39,47,1499,4.2,139727,Beginner,Spanish,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,114345,Mathematics,43.1,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Beginner"
C101386,SQL Complete Bootcamp 86,Coursera,Data Science,SQL,Instructor_425,63,0,4.9,93286,Intermediate,Spanish,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,237159,Computer Fundamentals,83.0,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101387,SQL Complete Bootcamp 87,Skillshare,Data Science,SQL,Instructor_186,42,1499,4.6,135524,Intermediate,English,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,259109,Computer Fundamentals,59.4,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101388,SQL Complete Bootcamp 88,Udemy,Data Science,SQL,Instructor_104,11,3499,3.9,130421,Beginner,Hindi,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,61042,Computer Fundamentals,69.1,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Beginner"
C101389,SQL Complete Bootcamp 89,Skillshare,Data Science,SQL,Instructor_277,49,399,4.2,90395,Beginner,Spanish,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,173346,Mathematics,44.1,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Beginner"
C101391,SQL Complete Bootcamp 91,FutureLearn,Data Science,SQL,Instructor_19,22,3499,4.1,142866,Advanced,English,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,358734,Basic Programming,73.7,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Advanced"
C101392,SQL Complete Bootcamp 92,DataCamp,Data Science,SQL,Instructor_480,34,699,4.4,219068,Beginner,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,462387,Computer Fundamentals,60.7,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Beginner"
C101396,SQL Complete Bootcamp 96,LinkedIn Learning,Data Science,SQL,Instructor_235,14,0,4.7,116994,Intermediate,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,158244,Mathematics,90.7,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101397,SQL Complete Bootcamp 97,Udemy,Data Science,SQL,Instructor_367,70,3499,3.7,103804,Advanced,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,402128,Computer Fundamentals,36.5,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Advanced"
C101398,SQL Complete Bootcamp 98,LinkedIn Learning,Data Science,SQL,Instructor_479,16,0,3.7,242213,Advanced,Spanish,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",Yes,80865,Basic Programming,65.4,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Advanced"
C101400,SQL Complete Bootcamp 100,FutureLearn,Data Science,SQL,Instructor_420,73,4999,4.2,182722,Intermediate,French,"SQL, Data Science, Projects, Hands-on","Comprehensive SQL course with practical projects, quizzes, assessments and capstone.",No,164650,Mathematics,37.5,"Data Science SQL SQL, Data Science, Projects, Hands-on Comprehensive SQL course with practical projects, quizzes, assessments and capstone. Intermediate"
C101401,Statistics Complete Bootcamp 1,Skillshare,Data Science,Statistics,Instructor_220,17,1499,4.8,66327,Beginner,English,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,72683,Mathematics,60.3,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
C101403,Statistics Complete Bootcamp 3,Skillshare,Data Science,Statistics,Instructor_93,65,399,3.6,112366,Advanced,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,415413,Mathematics,91.8,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101404,Statistics Complete Bootcamp 4,Coursera,Data Science,Statistics,Instructor_412,5,999,4.3,123521,Intermediate,Spanish,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,162202,Mathematics,68.2,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101406,Statistics Complete Bootcamp 6,Khan Academy,Data Science,Statistics,Instructor_260,53,0,4.6,41172,Intermediate,French,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,48598,Basic Programming,84.5,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101407,Statistics Complete Bootcamp 7,Khan Academy,Data Science,Statistics,Instructor_217,71,699,4.5,62740,Beginner,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,274795,Mathematics,77.6,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
C101408,Statistics Complete Bootcamp 8,FutureLearn,Data Science,Statistics,Instructor_400,35,999,3.7,190895,Intermediate,Spanish,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,144169,Computer Fundamentals,57.2,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101410,Statistics Complete Bootcamp 10,FutureLearn,Data Science,Statistics,Instructor_441,29,4999,3.6,203370,Beginner,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,186442,Computer Fundamentals,35.4,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
C101411,Statistics Complete Bootcamp 11,DataCamp,Data Science,Statistics,Instructor_429,16,1499,4.4,183222,Intermediate,English,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,153827,Computer Fundamentals,40.6,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101412,Statistics Complete Bootcamp 12,FutureLearn,Data Science,Statistics,Instructor_228,29,699,3.9,26726,Beginner,French,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,317695,Basic Programming,58.6,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
C101414,Statistics Complete Bootcamp 14,Khan Academy,Data Science,Statistics,Instructor_273,51,699,3.6,101550,Beginner,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,69133,Computer Fundamentals,53.6,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
C101416,Statistics Complete Bootcamp 16,Udemy,Data Science,Statistics,Instructor_17,33,3499,3.6,198270,Intermediate,French,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,72588,Computer Fundamentals,50.6,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101417,Statistics Complete Bootcamp 17,Khan Academy,Data Science,Statistics,Instructor_343,73,4999,4.7,2436,Intermediate,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,177818,Mathematics,42.0,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101418,Statistics Complete Bootcamp 18,Skillshare,Data Science,Statistics,Instructor_398,37,699,4.5,42668,Beginner,Spanish,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,322421,Basic Programming,73.4,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
C101419,Statistics Complete Bootcamp 19,LinkedIn Learning,Data Science,Statistics,Instructor_274,49,699,4.8,23716,Advanced,French,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,290975,Basic Programming,87.5,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101420,Statistics Complete Bootcamp 20,Udemy,Data Science,Statistics,Instructor_88,11,399,3.7,192877,Advanced,English,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,95898,Basic Programming,45.1,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101422,Statistics Complete Bootcamp 22,LinkedIn Learning,Data Science,Statistics,Instructor_270,28,2499,4.1,248106,Advanced,English,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,367951,Mathematics,89.5,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101424,Statistics Complete Bootcamp 24,edX,Data Science,Statistics,Instructor_67,65,1499,4.5,211974,Advanced,French,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,170083,Basic Programming,72.5,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101425,Statistics Complete Bootcamp 25,Coursera,Data Science,Statistics,Instructor_151,13,1499,4.5,214722,Intermediate,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,252594,Mathematics,55.3,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101426,Statistics Complete Bootcamp 26,Skillshare,Data Science,Statistics,Instructor_45,31,4999,3.7,225924,Beginner,French,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,67762,Mathematics,71.2,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
C101427,Statistics Complete Bootcamp 27,Coursera,Data Science,Statistics,Instructor_75,71,999,4.3,143561,Intermediate,Spanish,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,100248,Basic Programming,86.9,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101428,Statistics Complete Bootcamp 28,DataCamp,Data Science,Statistics,Instructor_371,3,1499,3.5,144761,Intermediate,English,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,407892,Computer Fundamentals,36.3,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101429,Statistics Complete Bootcamp 29,DataCamp,Data Science,Statistics,Instructor_115,29,699,4.2,135541,Intermediate,English,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,191858,Mathematics,73.5,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101430,Statistics Complete Bootcamp 30,Skillshare,Data Science,Statistics,Instructor_214,49,999,3.6,237219,Advanced,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,28461,Computer Fundamentals,78.2,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101431,Statistics Complete Bootcamp 31,Skillshare,Data Science,Statistics,Instructor_92,43,3499,4.9,41810,Intermediate,French,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,65387,Computer Fundamentals,82.0,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101432,Statistics Complete Bootcamp 32,LinkedIn Learning,Data Science,Statistics,Instructor_498,36,399,4.4,163316,Intermediate,Spanish,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,402364,Mathematics,71.2,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101433,Statistics Complete Bootcamp 33,Udemy,Data Science,Statistics,Instructor_63,77,699,4.2,183266,Intermediate,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,208727,Mathematics,55.8,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101434,Statistics Complete Bootcamp 34,FutureLearn,Data Science,Statistics,Instructor_323,77,2499,4.9,175885,Intermediate,English,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,239966,Computer Fundamentals,41.6,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Intermediate"
C101436,Statistics Complete Bootcamp 36,edX,Data Science,Statistics,Instructor_38,40,4999,4.8,84002,Advanced,Spanish,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,418311,Mathematics,47.3,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101437,Statistics Complete Bootcamp 37,edX,Data Science,Statistics,Instructor_127,10,2499,4.4,57646,Advanced,English,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,421503,Basic Programming,43.8,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101438,Statistics Complete Bootcamp 38,Skillshare,Data Science,Statistics,Instructor_455,51,2499,4.6,206527,Advanced,French,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,254881,Computer Fundamentals,75.9,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101439,Statistics Complete Bootcamp 39,Coursera,Data Science,Statistics,Instructor_98,55,2499,3.9,49111,Beginner,English,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,227801,Computer Fundamentals,46.0,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
C101440,Statistics Complete Bootcamp 40,edX,Data Science,Statistics,Instructor_210,41,2499,4.3,187519,Advanced,Spanish,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,212988,Basic Programming,78.2,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101444,Statistics Complete Bootcamp 44,Udemy,Data Science,Statistics,Instructor_248,31,699,3.5,220958,Advanced,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,267162,Basic Programming,71.4,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101446,Statistics Complete Bootcamp 46,Khan Academy,Data Science,Statistics,Instructor_170,64,4999,4.6,113789,Beginner,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,92099,Mathematics,59.9,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
C101447,Statistics Complete Bootcamp 47,Coursera,Data Science,Statistics,Instructor_385,41,999,3.7,140390,Beginner,French,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,269027,Mathematics,70.2,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
C101450,Statistics Complete Bootcamp 50,Udemy,Data Science,Statistics,Instructor_199,2,1499,4.0,157328,Advanced,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,386697,Mathematics,42.2,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101451,Statistics Complete Bootcamp 51,edX,Data Science,Statistics,Instructor_226,30,3499,3.8,8285,Advanced,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,287589,Basic Programming,59.5,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Advanced"
C101452,Statistics Complete Bootcamp 52,DataCamp,Data Science,Statistics,Instructor_143,29,699,4.6,11423,Beginner,French,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",Yes,16030,Basic Programming,41.0,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
C101453,Statistics Complete Bootcamp 53,edX,Data Science,Statistics,Instructor_177,67,0,4.0,14850,Beginner,Hindi,"Statistics, Data Science, Projects, Hands-on","Comprehensive Statistics course with practical projects, quizzes, assessments and capstone.",No,198089,Mathematics,63.7,"Data Science Statistics Statistics, Data Science, Projects, Hands-on Comprehensive Statistics course with practical projects, quizzes, assessments and capstone. Beginner"
